model,tier,run_number,start_datetime,end_datetime,samples_processed,failed_calls,total_batch_time_seconds,total_api_time_seconds,avg_api_call_seconds,total_input_tokens,total_output_tokens,total_tokens,throughput_tokens_per_second,source_file
open-mistral-nemo,free,5,2025-11-17 00:24:20,2025-11-17 00:41:58,100,0,1058,1058,10.58,8117,168521,176638,159.3,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,6,2025-11-17 01:11:58,2025-11-17 01:30:03,100,0,1085,1085,10.85,8117,159290,167407,146.8,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,7,2025-11-17 02:00:03,2025-11-17 02:18:11,100,0,1088,1088,10.88,8117,165901,174018,152.5,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,8,2025-11-17 02:48:11,2025-11-17 03:05:19,100,0,1028,1028,10.28,8117,158308,166425,153.9,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,9,2025-11-17 03:35:20,2025-11-17 03:53:57,100,0,1117,1117,11.18,8117,164699,172816,147.3,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,10,2025-11-17 04:23:58,2025-11-17 04:43:04,100,0,1146,1146,11.46,8117,169000,177117,147.5,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,11,2025-11-17 05:13:04,2025-11-17 05:32:02,100,0,1138,1138,11.39,8117,163799,171916,143.9,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,12,2025-11-17 06:02:03,2025-11-17 06:20:05,100,0,1082,1082,10.83,8117,168897,177014,156.0,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,13,2025-11-17 06:50:06,2025-11-17 07:08:25,100,0,1099,1099,11.00,8117,163387,171504,148.5,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,14,2025-11-17 07:38:26,2025-11-17 07:55:15,100,0,1009,1009,10.09,8117,154402,162519,153.0,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,15,2025-11-17 08:25:15,2025-11-17 08:42:45,100,0,1050,1050,10.50,8117,158935,167052,151.4,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,16,2025-11-17 09:12:45,2025-11-17 09:30:40,100,0,1075,1075,10.75,8117,157500,165617,146.5,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,17,2025-11-17 10:00:40,2025-11-17 10:19:52,100,0,1152,1152,11.53,8117,178869,186986,155.2,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,18,2025-11-17 10:49:53,2025-11-17 11:12:43,100,0,1370,1370,13.70,8117,180390,188507,131.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,19,2025-11-17 11:42:44,2025-11-17 12:00:29,100,0,1065,1065,10.65,8117,162930,171047,153.0,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,20,2025-11-17 12:30:29,2025-11-17 12:50:01,100,0,1172,1172,11.73,8117,174881,182998,149.1,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,21,2025-11-17 13:20:02,2025-11-17 13:40:21,100,0,1219,1219,12.20,8117,183260,191377,150.2,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,22,2025-11-17 14:10:22,2025-11-17 14:30:00,100,0,1178,1178,11.78,8117,173925,182042,147.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,23,2025-11-17 15:00:00,2025-11-17 15:17:52,100,0,1072,1072,10.72,8117,164737,172854,153.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,24,2025-11-17 15:47:52,2025-11-17 16:07:25,100,0,1173,1173,11.73,8117,169420,177537,144.4,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,25,2025-11-17 16:37:26,2025-11-17 16:57:23,100,0,1197,1197,11.98,8117,166763,174880,139.2,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,26,2025-11-17 17:27:24,2025-11-17 17:47:46,100,0,1222,1222,12.23,8117,168374,176491,137.7,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,27,2025-11-17 18:17:47,2025-11-17 18:36:42,100,0,1135,1135,11.35,8117,167928,176045,147.9,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,28,2025-11-17 19:06:42,2025-11-17 19:26:17,100,0,1175,1175,11.76,8117,177168,185285,150.7,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,29,2025-11-17 19:56:18,2025-11-17 20:15:37,100,0,1159,1159,11.59,8117,170554,178671,147.1,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,30,2025-11-17 20:45:37,2025-11-17 21:05:01,100,0,1164,1164,11.65,8117,169266,177383,145.3,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,31,2025-11-17 21:35:02,2025-11-17 21:53:23,100,0,1101,1101,11.02,8117,162175,170292,147.2,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,32,2025-11-17 22:23:24,2025-11-17 22:43:06,100,0,1182,1182,11.83,8117,166549,174666,140.8,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,33,2025-11-17 23:13:06,2025-11-17 23:32:27,100,0,1161,1161,11.61,8117,173137,181254,149.1,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,34,2025-11-18 00:02:28,2025-11-18 00:22:09,100,0,1181,1181,11.81,8117,165528,173645,140.1,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,35,2025-11-18 00:52:09,2025-11-18 01:17:28,100,0,1519,1519,15.20,8117,166060,174177,109.3,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,36,2025-11-18 01:47:29,2025-11-18 02:08:18,100,0,1249,1249,12.49,8117,165574,173691,132.5,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,37,2025-11-18 02:38:18,2025-11-18 02:57:43,100,0,1165,1165,11.66,8117,168242,176359,144.3,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,38,2025-11-18 03:27:44,2025-11-18 03:46:40,100,0,1136,1136,11.37,8117,175007,183124,153.9,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,39,2025-11-18 04:16:41,2025-11-18 04:33:51,100,0,1030,1030,10.30,8117,164296,172413,159.5,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,40,2025-11-18 05:03:51,2025-11-18 05:23:22,100,0,1171,1171,11.72,8117,169999,178116,145.1,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,41,2025-11-18 05:53:23,2025-11-18 06:13:53,100,0,1230,1230,12.31,8117,174119,182236,141.5,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,42,2025-11-18 06:43:53,2025-11-18 07:02:03,100,0,1090,1090,10.91,8117,154670,162787,141.8,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,43,2025-11-18 07:32:04,2025-11-18 07:48:49,100,0,1005,1005,10.05,8117,156397,164514,155.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,44,2025-11-18 08:18:49,2025-11-18 08:38:23,100,0,1174,1174,11.75,8117,163550,171667,139.2,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,45,2025-11-18 09:08:24,2025-11-18 09:30:01,100,0,1297,1297,12.98,8117,161990,170107,124.8,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,46,2025-11-18 10:00:02,2025-11-18 10:19:53,100,0,1191,1191,11.92,8117,164459,172576,138.0,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,47,2025-11-18 10:49:54,2025-11-18 11:13:56,100,0,1442,1442,14.43,8117,180298,188415,125.0,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,48,2025-11-18 11:43:57,2025-11-18 12:04:13,100,0,1216,1216,12.16,8117,169609,177726,139.4,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,49,2025-11-18 12:34:14,2025-11-18 12:53:51,100,0,1177,1177,11.78,8117,169184,177301,143.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,50,2025-11-18 13:23:51,2025-11-18 13:44:16,100,0,1225,1225,12.25,8117,178423,186540,145.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,51,2025-11-18 14:14:17,2025-11-18 14:32:45,100,0,1108,1108,11.09,8117,163924,172041,147.9,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,52,2025-11-18 15:02:46,2025-11-18 15:21:45,100,0,1139,1139,11.40,8117,172516,180633,151.3,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,53,2025-11-18 15:51:46,2025-11-18 16:15:10,100,0,1404,1404,14.04,8117,164348,172465,117.0,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,54,2025-11-18 16:45:10,2025-11-18 17:12:25,100,0,1635,1635,16.36,8117,176742,184859,108.0,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,55,2025-11-18 17:42:26,2025-11-18 18:03:09,100,0,1243,1243,12.43,8117,166179,174296,133.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,56,2025-11-18 18:33:09,2025-11-18 18:53:47,100,0,1238,1238,12.38,8117,177818,185935,143.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,57,2025-11-18 19:23:47,2025-11-18 19:42:03,100,0,1096,1096,10.96,8117,165241,173358,150.7,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,58,2025-11-18 20:12:04,2025-11-18 20:31:09,100,0,1145,1145,11.46,8117,169847,177964,148.2,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,59,2025-11-18 21:01:10,2025-11-18 21:21:39,100,0,1229,1229,12.30,8117,176448,184565,143.5,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,60,2025-11-18 21:51:39,2025-11-18 22:10:40,100,0,1141,1141,11.42,8117,167893,176010,147.0,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,61,2025-11-18 22:40:42,2025-11-18 22:59:18,100,0,1116,1116,11.17,8117,169219,177336,151.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,62,2025-11-18 23:29:18,2025-11-18 23:48:13,100,0,1135,1135,11.36,8117,165087,173204,145.4,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,63,2025-11-19 00:18:14,2025-11-19 00:40:41,100,0,1347,1347,13.48,8117,169980,178097,126.1,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,64,2025-11-19 01:10:42,2025-11-19 01:30:47,100,0,1205,1205,12.05,8117,163377,171494,135.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,65,2025-11-19 02:00:47,2025-11-19 02:20:18,100,0,1171,1171,11.71,8117,166974,175091,142.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,66,2025-11-19 02:50:18,2025-11-19 03:09:14,100,0,1136,1136,11.37,8117,166063,174180,146.1,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,67,2025-11-19 03:39:15,2025-11-19 03:57:08,100,0,1073,1073,10.74,8117,163755,171872,152.5,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,68,2025-11-19 04:27:09,2025-11-19 04:45:17,100,0,1088,1088,10.88,8117,174958,183075,160.8,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,69,2025-11-19 05:15:17,2025-11-19 05:34:23,100,0,1146,1146,11.46,8117,171694,179811,149.8,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,70,2025-11-19 06:04:23,2025-11-19 06:21:54,100,0,1051,1051,10.51,8117,161531,169648,153.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,71,2025-11-19 06:51:55,2025-11-19 07:09:57,100,0,1082,1082,10.82,8117,169193,177310,156.3,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,72,2025-11-19 07:39:57,2025-11-19 07:56:28,100,0,991,991,9.92,8117,161042,169159,162.3,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,73,2025-11-19 08:26:29,2025-11-19 08:44:43,100,0,1094,1094,10.95,8117,165540,173657,151.2,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,74,2025-11-19 09:14:44,2025-11-19 09:33:53,100,0,1149,1149,11.50,8117,164054,172171,142.7,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,75,2025-11-19 10:03:54,2025-11-19 10:23:50,100,0,1196,1196,11.96,8117,159101,167218,133.0,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,76,2025-11-19 10:53:50,2025-11-19 11:14:10,100,0,1220,1220,12.21,8117,181735,189852,148.9,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,77,2025-11-19 11:44:11,2025-11-19 12:04:28,100,0,1217,1217,12.18,8117,179269,187386,147.2,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,78,2025-11-19 12:34:29,2025-11-19 12:54:25,100,0,1196,1196,11.97,8117,188550,196667,157.5,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,79,2025-11-19 13:24:26,2025-11-19 13:42:50,100,0,1104,1104,11.04,8117,166651,174768,150.9,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,80,2025-11-19 14:12:50,2025-11-19 14:36:11,100,0,1401,1401,14.02,8117,158429,166546,113.0,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,81,2025-11-19 15:06:12,2025-11-19 15:26:16,100,0,1204,1204,12.04,8117,167160,175277,138.8,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,82,2025-11-19 15:56:16,2025-11-19 16:17:20,100,0,1264,1264,12.65,8117,174050,182167,137.6,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,83,2025-11-19 16:47:21,2025-11-19 17:07:24,100,0,1203,1203,12.03,8117,174147,182264,144.7,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,84,2025-11-19 17:37:25,2025-11-19 17:56:05,100,0,1120,1120,11.20,8117,163157,171274,145.7,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,85,2025-11-19 18:26:05,2025-11-19 18:44:50,100,0,1125,1125,11.26,8117,166042,174159,147.5,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,86,2025-11-19 19:14:51,2025-11-19 19:34:34,100,0,1183,1183,11.84,8117,177717,185834,150.1,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,87,2025-11-19 20:04:34,2025-11-19 20:25:52,100,0,1278,1278,12.78,8117,183345,191462,143.4,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,1,2025-11-19 22:12:20,2025-11-19 22:32:16,100,0,1196,1196,11.97,8117,161275,169392,134.7,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,2,2025-11-19 23:02:17,2025-11-19 23:21:22,100,0,1145,1145,11.45,8117,171161,179278,149.5,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,3,2025-11-19 23:51:22,2025-11-20 00:10:49,100,0,1167,1167,11.68,8117,164539,172656,140.9,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,4,2025-11-20 00:40:50,2025-11-20 01:00:27,100,0,1177,1177,11.78,8117,162567,170684,138.0,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,5,2025-11-20 01:30:28,2025-11-20 01:48:58,100,0,1110,1110,11.11,8117,170359,178476,153.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,6,2025-11-20 02:18:58,2025-11-20 02:39:06,100,0,1208,1208,12.09,8117,160949,169066,133.1,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,7,2025-11-20 03:09:07,2025-11-20 03:29:02,100,0,1195,1195,11.95,8117,176740,184857,147.9,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,8,2025-11-20 03:59:03,2025-11-20 04:17:52,100,0,1129,1129,11.30,8117,176143,184260,155.9,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,9,2025-11-20 04:47:52,2025-11-20 05:05:32,100,0,1060,1060,10.60,8117,168790,176907,159.2,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,10,2025-11-20 05:35:33,2025-11-20 05:52:21,100,0,1008,1008,10.08,8117,164215,172332,162.9,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,11,2025-11-20 06:22:21,2025-11-20 06:39:45,100,0,1044,1044,10.45,8117,165711,173828,158.6,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,12,2025-11-20 07:09:46,2025-11-20 07:27:42,100,0,1076,1076,10.77,8117,158361,166478,147.1,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,13,2025-11-20 07:57:43,2025-11-20 08:15:12,100,0,1049,1049,10.50,8117,163332,171449,155.6,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,14,2025-11-20 08:45:12,2025-11-20 09:03:36,100,0,1104,1104,11.04,8117,165854,173971,150.2,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,15,2025-11-20 09:33:37,2025-11-20 09:53:34,100,0,1197,1197,11.98,8117,181014,189131,151.1,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,16,2025-11-20 10:23:35,2025-11-20 10:41:55,100,0,1100,1100,11.00,8117,162190,170307,147.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,17,2025-11-20 11:11:55,2025-11-20 11:32:53,100,0,1258,1258,12.59,8117,168760,176877,134.1,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,18,2025-11-20 12:02:54,2025-11-20 12:21:15,100,0,1101,1101,11.01,8117,161368,169485,146.5,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,19,2025-11-20 12:51:16,2025-11-20 13:11:20,100,0,1204,1204,12.05,8117,174799,182916,145.1,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,20,2025-11-20 13:41:20,2025-11-20 14:00:12,100,0,1132,1132,11.32,8117,168830,176947,149.1,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,21,2025-11-20 14:30:13,2025-11-20 14:48:16,100,0,1083,1083,10.83,8117,159016,167133,146.8,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,22,2025-11-20 15:18:16,2025-11-20 15:37:31,100,0,1155,1155,11.55,8117,163730,171847,141.7,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,23,2025-11-20 16:07:32,2025-11-20 16:23:44,100,0,972,972,9.72,8117,168874,176991,173.7,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,24,2025-11-20 16:53:44,2025-11-20 17:12:35,100,0,1131,1131,11.31,8117,158379,166496,140.0,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,25,2025-11-20 17:42:36,2025-11-20 18:03:43,100,0,1267,1267,12.67,8117,175140,183257,138.2,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,26,2025-11-20 18:33:43,2025-11-20 18:52:44,100,0,1141,1141,11.42,8117,164334,172451,143.9,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,27,2025-11-20 19:22:45,2025-11-20 19:41:35,100,0,1130,1130,11.30,8117,172722,180839,152.8,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,28,2025-11-20 20:11:35,2025-11-20 20:29:59,100,0,1104,1104,11.05,8117,169229,177346,153.2,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,29,2025-11-20 21:00:00,2025-11-20 21:17:37,100,0,1057,1057,10.58,8117,162273,170390,153.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,30,2025-11-20 21:47:38,2025-11-20 22:03:42,100,0,964,964,9.64,8117,170594,178711,177.0,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,31,2025-11-20 22:33:42,2025-11-20 22:49:17,100,0,935,935,9.36,8117,170562,178679,182.3,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,32,2025-11-20 23:19:18,2025-11-20 23:36:43,100,0,1045,1045,10.46,8117,165646,173763,158.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,33,2025-11-21 00:06:44,2025-11-21 00:21:48,100,0,904,904,9.05,8117,166242,174359,183.8,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,34,2025-11-21 00:51:48,2025-11-21 01:08:03,100,0,975,975,9.75,8117,170180,178297,174.5,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,35,2025-11-21 01:38:04,2025-11-21 01:52:30,100,0,866,866,8.67,8117,169346,177463,195.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,36,2025-11-21 02:22:30,2025-11-21 02:37:15,100,0,885,885,8.85,8117,169293,177410,191.2,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,37,2025-11-21 03:07:16,2025-11-21 03:21:48,100,0,872,872,8.72,8117,157712,165829,180.8,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,38,2025-11-21 03:51:48,2025-11-21 04:07:15,100,0,927,927,9.28,8117,172584,180701,186.0,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,39,2025-11-21 04:37:16,2025-11-21 04:51:56,100,0,880,880,8.80,8117,170246,178363,193.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,40,2025-11-21 05:21:57,2025-11-21 05:37:25,100,0,928,928,9.28,8117,170359,178476,183.5,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,41,2025-11-21 06:07:25,2025-11-21 06:22:48,100,0,923,923,9.24,8117,171499,179616,185.6,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,42,2025-11-21 06:52:49,2025-11-21 07:07:52,100,0,903,903,9.04,8117,169182,177299,187.2,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,43,2025-11-21 07:37:53,2025-11-21 07:52:56,100,0,903,903,9.04,8117,171201,179318,189.5,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,44,2025-11-21 08:22:57,2025-11-21 08:37:18,100,0,861,861,8.62,8117,166081,174198,192.7,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,45,2025-11-21 09:07:18,2025-11-21 09:22:14,100,0,896,896,8.96,8117,164621,172738,183.7,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,46,2025-11-21 09:52:15,2025-11-21 10:08:34,100,0,979,979,9.79,8117,174721,182838,178.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,47,2025-11-21 10:38:34,2025-11-21 10:53:55,100,0,921,921,9.21,8117,169188,177305,183.7,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,48,2025-11-21 11:23:55,2025-11-21 11:40:01,100,0,966,966,9.67,8117,169290,177407,175.1,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,49,2025-11-21 12:10:02,2025-11-21 12:25:09,100,0,907,907,9.07,8117,164022,172139,180.8,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,50,2025-11-21 12:55:09,2025-11-21 13:11:02,99,1,1853,953,9.63,8084,166164,174248,174.3,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,51,2025-11-21 13:56:03,2025-11-21 14:12:07,100,0,964,964,9.65,8117,163325,171442,169.3,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,52,2025-11-21 14:42:07,2025-11-21 14:57:18,100,0,911,911,9.12,8117,163444,171561,179.2,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,53,2025-11-21 15:27:19,2025-11-21 15:41:52,100,0,873,873,8.73,8117,159526,167643,182.7,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,54,2025-11-21 16:11:53,2025-11-21 16:27:17,100,0,924,924,9.24,8117,167171,175288,180.8,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,55,2025-11-21 16:57:17,2025-11-21 17:12:22,100,0,905,905,9.06,8117,161837,169954,178.7,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,56,2025-11-21 17:42:23,2025-11-21 17:57:56,100,0,933,933,9.33,8117,173040,181157,185.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,57,2025-11-21 18:27:57,2025-11-21 18:44:42,100,0,1005,1005,10.06,8117,181541,189658,180.5,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,58,2025-11-21 19:14:42,2025-11-21 19:29:48,99,1,1806,906,9.15,7999,160155,168154,176.7,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,59,2025-11-21 20:14:48,2025-11-21 20:30:24,100,0,936,936,9.37,8117,173150,181267,184.8,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,60,2025-11-21 21:00:25,2025-11-21 21:15:41,100,0,916,916,9.16,8117,168029,176146,183.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,61,2025-11-21 21:45:42,2025-11-21 22:00:49,99,1,1807,907,9.17,7987,169914,177901,187.2,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,62,2025-11-21 22:45:50,2025-11-21 22:59:58,100,0,848,848,8.48,8117,161708,169825,190.7,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,63,2025-11-21 23:29:58,2025-11-21 23:44:21,100,0,863,863,8.64,8117,162229,170346,187.8,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,64,2025-11-22 00:14:21,2025-11-22 00:29:28,100,0,907,907,9.07,8117,162761,170878,179.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,65,2025-11-22 00:59:29,2025-11-22 01:14:17,100,0,888,888,8.89,8117,160333,168450,180.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,66,2025-11-22 01:44:18,2025-11-22 01:58:34,100,0,856,856,8.57,8117,160431,168548,187.2,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,67,2025-11-22 02:28:35,2025-11-22 02:42:59,99,1,869,864,8.73,8002,156663,164665,181.3,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,68,2025-11-22 03:13:04,2025-11-22 03:28:51,100,0,947,947,9.47,8117,170149,178266,179.6,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,69,2025-11-22 03:58:51,2025-11-22 04:14:49,100,0,958,958,9.58,8117,169546,177663,177.0,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,70,2025-11-22 04:44:49,2025-11-22 05:00:36,100,0,947,947,9.48,8117,176640,184757,186.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,71,2025-11-22 05:30:37,2025-11-22 05:45:18,100,0,881,881,8.81,8117,166032,174149,188.4,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,72,2025-11-22 06:15:19,2025-11-22 06:30:12,100,0,893,893,8.93,8117,167829,175946,187.9,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,73,2025-11-22 07:00:12,2025-11-22 07:15:55,100,0,943,943,9.43,8117,170638,178755,180.9,open-mistral-nemo_scheduled3_2318102.out
open-mistral-nemo,free,74,2025-11-22 07:45:56,2025-11-22 08:00:36,100,0,880,880,8.81,8117,169922,178039,192.9,open-mistral-nemo_scheduled3_2318102.out
