Type,Model,GPU,Run,Metric,Value
Local,Mistral-7B-v0.3,H100,8,Distance,1.324144
Local,Mistral-7B-v0.3,H100,9,Distance,1.288647
Local,Mistral-7B-v0.3,H100,10,Distance,1.333221
Local,Mistral-7B-v0.3,H100,1,Energy,0.374313
Local,Mistral-7B-v0.3,H100,2,Energy,0.376989
Local,Mistral-7B-v0.3,H100,3,Energy,0.377899
Local,Mistral-7B-v0.3,H100,4,Energy,0.376187
Local,Mistral-7B-v0.3,H100,5,Energy,0.380671
Local,Mistral-7B-v0.3,H100,6,Energy,0.361207
Local,Mistral-7B-v0.3,H100,7,Energy,0.37643
Local,Mistral-7B-v0.3,H100,8,Energy,0.373659
Local,Mistral-7B-v0.3,H100,9,Energy,0.363642
Local,Mistral-7B-v0.3,H100,10,Energy,0.37622
Local,Mistral-7B-v0.3,H100,1,Time,00:29:05
Local,Mistral-7B-v0.3,H100,2,Time,00:29:11
Local,Mistral-7B-v0.3,H100,3,Time,00:29:13
Local,Mistral-7B-v0.3,H100,4,Time,00:29:09
Local,Mistral-7B-v0.3,H100,5,Time,00:28:56
Local,Mistral-7B-v0.3,H100,6,Time,00:29:42
Local,Mistral-7B-v0.3,H100,7,Time,00:29:11
Local,Mistral-7B-v0.3,H100,8,Time,00:29:28
Local,Mistral-7B-v0.3,H100,9,Time,00:29:33
Local,Mistral-7B-v0.3,H100,10,Time,00:29:17
Local,Mistral-7B-v0.3,H100-PCI,1,CO2eq,121.45494
Local,Mistral-7B-v0.3,H100-PCI,2,CO2eq,119.423344
Local,Mistral-7B-v0.3,H100-PCI,3,CO2eq,120.31267
Local,Mistral-7B-v0.3,H100-PCI,4,CO2eq,120.188569
Local,Mistral-7B-v0.3,H100-PCI,5,CO2eq,118.723692
Local,Mistral-7B-v0.3,H100-PCI,6,CO2eq,117.857891
Local,Mistral-7B-v0.3,H100-PCI,7,CO2eq,120.106203
Local,Mistral-7B-v0.3,H100-PCI,8,CO2eq,120.701383
Local,Mistral-7B-v0.3,H100-PCI,9,CO2eq,120.260329
Local,Mistral-7B-v0.3,H100-PCI,10,CO2eq,118.806167
Local,Mistral-7B-v0.3,H100-PCI,1,Distance,1.129813
Local,Mistral-7B-v0.3,H100-PCI,2,Distance,1.110915
Local,Mistral-7B-v0.3,H100-PCI,3,Distance,1.119188
Local,Mistral-7B-v0.3,H100-PCI,4,Distance,1.118033
Local,Mistral-7B-v0.3,H100-PCI,5,Distance,1.104406
Local,Mistral-7B-v0.3,H100-PCI,6,Distance,1.096352
Local,Mistral-7B-v0.3,H100-PCI,7,Distance,1.117267
Local,Mistral-7B-v0.3,H100-PCI,8,Distance,1.122804
Local,Mistral-7B-v0.3,H100-PCI,9,Distance,1.118701
Local,Mistral-7B-v0.3,H100-PCI,10,Distance,1.105174
Local,Mistral-7B-v0.3,H100-PCI,1,Energy,0.318821
Local,Mistral-7B-v0.3,H100-PCI,2,Energy,0.313488
Local,Mistral-7B-v0.3,H100-PCI,3,Energy,0.315822
Local,Mistral-7B-v0.3,H100-PCI,4,Energy,0.315497
Local,Mistral-7B-v0.3,H100-PCI,5,Energy,0.311651
Local,Mistral-7B-v0.3,H100-PCI,6,Energy,0.309379
Local,Mistral-7B-v0.3,H100-PCI,7,Energy,0.31528
Local,Mistral-7B-v0.3,H100-PCI,8,Energy,0.316843
Local,Mistral-7B-v0.3,H100-PCI,9,Energy,0.315685
Local,Mistral-7B-v0.3,H100-PCI,10,Energy,0.311868
Local,Mistral-7B-v0.3,H100-PCI,1,Time,00:32:26
Local,Mistral-7B-v0.3,H100-PCI,2,Time,00:32:12
Local,Mistral-7B-v0.3,H100-PCI,3,Time,00:32:25
Local,Mistral-7B-v0.3,H100-PCI,4,Time,00:32:15
Local,Mistral-7B-v0.3,H100-PCI,5,Time,00:32:11
Local,Mistral-7B-v0.3,H100-PCI,6,Time,00:32:03
Local,Mistral-7B-v0.3,H100-PCI,7,Time,00:32:24
Local,Mistral-7B-v0.3,H100-PCI,8,Time,00:32:24
Local,Mistral-7B-v0.3,H100-PCI,9,Time,00:32:26
Local,Mistral-7B-v0.3,H100-PCI,10,Time,00:32:20
Local,Mistral-7B-v0.3,H200,1,CO2eq,136.811035
Local,Mistral-7B-v0.3,H200,2,CO2eq,137.211303
Local,Mistral-7B-v0.3,H200,3,CO2eq,141.277201
Local,Mistral-7B-v0.3,H200,4,CO2eq,136.834424
Local,Mistral-7B-v0.3,H200,5,CO2eq,137.238631
Local,Mistral-7B-v0.3,H200,6,CO2eq,141.027377
Local,Mistral-7B-v0.3,H200,7,CO2eq,136.924081
Local,Mistral-7B-v0.3,H200,8,CO2eq,136.690135
Local,Mistral-7B-v0.3,H200,9,CO2eq,137.125312
Local,Mistral-7B-v0.3,H200,10,CO2eq,139.796243
Local,Mistral-7B-v0.3,H200,1,Distance,1.272661
Local,Mistral-7B-v0.3,H200,2,Distance,1.276384
Local,Mistral-7B-v0.3,H200,3,Distance,1.314207
Local,Mistral-7B-v0.3,H200,4,Distance,1.272878
Local,Mistral-7B-v0.3,H200,5,Distance,1.276638
Local,Mistral-7B-v0.3,H200,6,Distance,1.311883
Local,Mistral-7B-v0.3,H200,7,Distance,1.273712
Local,Mistral-7B-v0.3,H200,8,Distance,1.271536
Local,Mistral-7B-v0.3,H200,9,Distance,1.275584
Local,Mistral-7B-v0.3,H200,10,Distance,1.30043
Local,Mistral-7B-v0.3,H200,1,Energy,0.359131
Local,Mistral-7B-v0.3,H200,2,Energy,0.360181
Local,Mistral-7B-v0.3,H200,3,Energy,0.370855
Local,Mistral-7B-v0.3,H200,4,Energy,0.359192
Local,Mistral-7B-v0.3,H200,5,Energy,0.360253
Local,Mistral-7B-v0.3,H200,6,Energy,0.370199
Local,Mistral-7B-v0.3,H200,7,Energy,0.359428
Local,Mistral-7B-v0.3,H200,8,Energy,0.358813
Local,Mistral-7B-v0.3,H200,9,Energy,0.359956
Local,Mistral-7B-v0.3,H200,10,Energy,0.366967
Local,Mistral-7B-v0.3,H200,1,Time,00:27:38
Local,Mistral-7B-v0.3,H200,2,Time,00:27:38
Local,Mistral-7B-v0.3,H200,3,Time,00:27:44
Local,Mistral-7B-v0.3,H200,4,Time,00:27:36
Local,Mistral-7B-v0.3,H200,5,Time,00:27:46
Local,Mistral-7B-v0.3,H200,6,Time,00:27:45
Local,Mistral-7B-v0.3,H200,7,Time,00:27:47
Local,Mistral-7B-v0.3,H200,8,Time,00:27:36
Local,Mistral-7B-v0.3,H200,9,Time,00:27:47
Local,Mistral-7B-v0.3,H200,10,Time,00:27:47
Local,Mistral-Nemo-Base-2407,A100-40GB,1,CO2eq,178.042602
Local,Mistral-Nemo-Base-2407,A100-40GB,2,CO2eq,182.559688
Local,Mistral-Nemo-Base-2407,A100-40GB,3,CO2eq,176.367523
Local,Mistral-Nemo-Base-2407,A100-40GB,4,CO2eq,180.567348
Local,Mistral-Nemo-Base-2407,A100-40GB,5,CO2eq,186.069318
Local,Mistral-Nemo-Base-2407,A100-40GB,6,CO2eq,177.653294
Local,Mistral-Nemo-Base-2407,A100-40GB,7,CO2eq,182.579358
Local,Mistral-Nemo-Base-2407,A100-40GB,8,CO2eq,176.551015
Local,Mistral-Nemo-Base-2407,A100-40GB,9,CO2eq,181.511976
Local,Mistral-Nemo-Base-2407,A100-40GB,10,CO2eq,187.093075
Local,Mistral-Nemo-Base-2407,A100-40GB,1,Distance,1.65621
Local,Mistral-Nemo-Base-2407,A100-40GB,2,Distance,1.69823
Local,Mistral-Nemo-Base-2407,A100-40GB,3,Distance,1.640628
Local,Mistral-Nemo-Base-2407,A100-40GB,4,Distance,1.679696
Local,Mistral-Nemo-Base-2407,A100-40GB,5,Distance,1.730877
Local,Mistral-Nemo-Base-2407,A100-40GB,6,Distance,1.652589
Local,Mistral-Nemo-Base-2407,A100-40GB,7,Distance,1.698413
Local,Mistral-Nemo-Base-2407,A100-40GB,8,Distance,1.642335
Local,Mistral-Nemo-Base-2407,A100-40GB,9,Distance,1.688483
Local,Mistral-Nemo-Base-2407,A100-40GB,10,Distance,1.740401
Local,Mistral-Nemo-Base-2407,A100-40GB,1,Energy,0.467364
Local,Mistral-Nemo-Base-2407,A100-40GB,2,Energy,0.479222
Local,Mistral-Nemo-Base-2407,A100-40GB,3,Energy,0.462967
Local,Mistral-Nemo-Base-2407,A100-40GB,4,Energy,0.473992
Local,Mistral-Nemo-Base-2407,A100-40GB,5,Energy,0.488434
Local,Mistral-Nemo-Base-2407,A100-40GB,6,Energy,0.466342
Local,Mistral-Nemo-Base-2407,A100-40GB,7,Energy,0.479273
Local,Mistral-Nemo-Base-2407,A100-40GB,8,Energy,0.463449
Local,Mistral-Nemo-Base-2407,A100-40GB,9,Energy,0.476471
Local,Mistral-Nemo-Base-2407,A100-40GB,10,Energy,0.491122
Local,Mistral-Nemo-Base-2407,A100-40GB,1,Time,01:02:44
Local,Mistral-Nemo-Base-2407,A100-40GB,2,Time,01:02:45
Local,Mistral-Nemo-Base-2407,A100-40GB,3,Time,01:02:40
Local,Mistral-Nemo-Base-2407,A100-40GB,4,Time,01:02:51
Local,Mistral-Nemo-Base-2407,A100-40GB,5,Time,01:02:32
Local,Mistral-Nemo-Base-2407,A100-40GB,6,Time,01:02:43
Local,Mistral-Nemo-Base-2407,A100-40GB,7,Time,01:02:36
Local,Mistral-Nemo-Base-2407,A100-40GB,8,Time,01:02:46
Local,Mistral-Nemo-Base-2407,A100-40GB,9,Time,01:02:47
Local,Mistral-Nemo-Base-2407,A100-40GB,10,Time,01:02:27
Local,Mistral-Nemo-Base-2407,A100-80GB,1,CO2eq,188.032251
Local,Mistral-Nemo-Base-2407,A100-80GB,2,CO2eq,186.212813
Local,Mistral-Nemo-Base-2407,A100-80GB,3,CO2eq,187.13626
Local,Mistral-Nemo-Base-2407,A100-80GB,4,CO2eq,187.046913
Local,Mistral-Nemo-Base-2407,A100-80GB,5,CO2eq,187.88082
Local,Mistral-Nemo-Base-2407,A100-80GB,6,CO2eq,185.781407
Local,Mistral-Nemo-Base-2407,A100-80GB,7,CO2eq,188.268569
Local,Mistral-Nemo-Base-2407,A100-80GB,8,CO2eq,186.428326
Local,Mistral-Nemo-Base-2407,A100-80GB,9,CO2eq,190.297005
Local,Mistral-Nemo-Base-2407,A100-80GB,10,CO2eq,188.714101
Local,Mistral-Nemo-Base-2407,A100-80GB,1,Distance,1.749137
Local,Mistral-Nemo-Base-2407,A100-80GB,2,Distance,1.732212
Local,Mistral-Nemo-Base-2407,A100-80GB,3,Distance,1.740802
Local,Mistral-Nemo-Base-2407,A100-80GB,4,Distance,1.739971
Local,Mistral-Nemo-Base-2407,A100-80GB,5,Distance,1.747729
Local,Mistral-Nemo-Base-2407,A100-80GB,6,Distance,1.728199
Local,Mistral-Nemo-Base-2407,A100-80GB,7,Distance,1.751336
Local,Mistral-Nemo-Base-2407,A100-80GB,8,Distance,1.734217
Local,Mistral-Nemo-Base-2407,A100-80GB,9,Distance,1.770205
Local,Mistral-Nemo-Base-2407,A100-80GB,10,Distance,1.75548
Local,Mistral-Nemo-Base-2407,A100-80GB,1,Energy,0.493587
Local,Mistral-Nemo-Base-2407,A100-80GB,2,Energy,0.488811
Local,Mistral-Nemo-Base-2407,A100-80GB,3,Energy,0.491235
Local,Mistral-Nemo-Base-2407,A100-80GB,4,Energy,0.491001
Local,Mistral-Nemo-Base-2407,A100-80GB,5,Energy,0.49319
Local,Mistral-Nemo-Base-2407,A100-80GB,6,Energy,0.487679
Local,Mistral-Nemo-Base-2407,A100-80GB,7,Energy,0.494207
Local,Mistral-Nemo-Base-2407,A100-80GB,8,Energy,0.489377
Local,Mistral-Nemo-Base-2407,A100-80GB,9,Energy,0.499532
Local,Mistral-Nemo-Base-2407,A100-80GB,10,Energy,0.495377
Local,Mistral-Nemo-Base-2407,A100-80GB,1,Time,00:58:21
Local,Mistral-Nemo-Base-2407,A100-80GB,2,Time,00:58:28
Local,Mistral-Nemo-Base-2407,A100-80GB,3,Time,00:59:13
Local,Mistral-Nemo-Base-2407,A100-80GB,4,Time,00:59:03
Local,Mistral-Nemo-Base-2407,A100-80GB,5,Time,00:58:24
Local,Mistral-Nemo-Base-2407,A100-80GB,6,Time,00:58:23
Local,Mistral-Nemo-Base-2407,A100-80GB,7,Time,00:58:30
Local,Mistral-Nemo-Base-2407,A100-80GB,8,Time,00:58:25
Local,Mistral-Nemo-Base-2407,A100-80GB,9,Time,00:58:28
Local,Mistral-Nemo-Base-2407,A100-80GB,10,Time,00:58:34
Local,Mistral-Nemo-Base-2407,A100-PCI,1,CO2eq,161.594329
Local,Mistral-Nemo-Base-2407,A100-PCI,2,CO2eq,160.596514
Local,Mistral-Nemo-Base-2407,A100-PCI,3,CO2eq,162.219718
Local,Mistral-Nemo-Base-2407,A100-PCI,4,CO2eq,160.920965
Local,Mistral-Nemo-Base-2407,A100-PCI,5,CO2eq,162.305163
Local,Mistral-Nemo-Base-2407,A100-PCI,6,CO2eq,161.784935
Local,Mistral-Nemo-Base-2407,A100-PCI,7,CO2eq,162.353461
Local,Mistral-Nemo-Base-2407,A100-PCI,8,CO2eq,161.610029
Local,Mistral-Nemo-Base-2407,A100-PCI,9,CO2eq,160.536979
Local,Mistral-Nemo-Base-2407,A100-PCI,10,CO2eq,161.690244
Local,Mistral-Nemo-Base-2407,A100-PCI,1,Distance,1.503203
Local,Mistral-Nemo-Base-2407,A100-PCI,2,Distance,1.493921
Local,Mistral-Nemo-Base-2407,A100-PCI,3,Distance,1.509021
Local,Mistral-Nemo-Base-2407,A100-PCI,4,Distance,1.496939
Local,Mistral-Nemo-Base-2407,A100-PCI,5,Distance,1.509815
Local,Mistral-Nemo-Base-2407,A100-PCI,6,Distance,1.504976
Local,Mistral-Nemo-Base-2407,A100-PCI,7,Distance,1.510265
Local,Mistral-Nemo-Base-2407,A100-PCI,8,Distance,1.503349
Local,Mistral-Nemo-Base-2407,A100-PCI,9,Distance,1.493367
Local,Mistral-Nemo-Base-2407,A100-PCI,10,Distance,1.504095
Local,Mistral-Nemo-Base-2407,A100-PCI,1,Energy,0.424187
Local,Mistral-Nemo-Base-2407,A100-PCI,2,Energy,0.421568
Local,Mistral-Nemo-Base-2407,A100-PCI,3,Energy,0.425829
Local,Mistral-Nemo-Base-2407,A100-PCI,4,Energy,0.42242
Local,Mistral-Nemo-Base-2407,A100-PCI,5,Energy,0.426053
Local,Mistral-Nemo-Base-2407,A100-PCI,6,Energy,0.424688
Local,Mistral-Nemo-Base-2407,A100-PCI,7,Energy,0.42618
Local,Mistral-Nemo-Base-2407,A100-PCI,8,Energy,0.424228
Local,Mistral-Nemo-Base-2407,A100-PCI,9,Energy,0.421412
Local,Mistral-Nemo-Base-2407,A100-PCI,10,Energy,0.424439
Local,Mistral-Nemo-Base-2407,A100-PCI,1,Time,01:04:59
Local,Mistral-Nemo-Base-2407,A100-PCI,2,Time,01:04:38
Local,Mistral-Nemo-Base-2407,A100-PCI,3,Time,01:05:16
Local,Mistral-Nemo-Base-2407,A100-PCI,4,Time,01:04:48
Local,Mistral-Nemo-Base-2407,A100-PCI,5,Time,01:05:08
Local,Mistral-Nemo-Base-2407,A100-PCI,6,Time,01:05:03
Local,Mistral-Nemo-Base-2407,A100-PCI,7,Time,01:05:17
Local,Mistral-Nemo-Base-2407,A100-PCI,8,Time,01:04:56
Local,Mistral-Nemo-Base-2407,A100-PCI,9,Time,01:04:40
Local,Mistral-Nemo-Base-2407,A100-PCI,10,Time,01:05:02
Local,Mistral-Nemo-Base-2407,H100,1,CO2eq,163.317781
Local,Mistral-Nemo-Base-2407,H100,2,CO2eq,164.523573
Local,Mistral-Nemo-Base-2407,H100,3,CO2eq,168.177892
Local,Mistral-Nemo-Base-2407,H100,4,CO2eq,168.476332
Local,Mistral-Nemo-Base-2407,H100,5,CO2eq,162.7951
Local,Mistral-Nemo-Base-2407,H100,6,CO2eq,164.658558
Local,Mistral-Nemo-Base-2407,H100,7,CO2eq,168.525152
Local,Mistral-Nemo-Base-2407,H100,8,CO2eq,167.358789
Local,Mistral-Nemo-Base-2407,H100,9,CO2eq,163.097263
Local,Mistral-Nemo-Base-2407,H100,10,CO2eq,164.577664
Local,Mistral-Nemo-Base-2407,H100,1,Distance,1.519235
Local,Mistral-Nemo-Base-2407,H100,2,Distance,1.530452
Local,Mistral-Nemo-Base-2407,H100,3,Distance,1.564446
Local,Mistral-Nemo-Base-2407,H100,4,Distance,1.567222
Local,Mistral-Nemo-Base-2407,H100,5,Distance,1.514373
Local,Mistral-Nemo-Base-2407,H100,6,Distance,1.531708
Local,Mistral-Nemo-Base-2407,H100,7,Distance,1.567676
Local,Mistral-Nemo-Base-2407,H100,8,Distance,1.556826
Local,Mistral-Nemo-Base-2407,H100,9,Distance,1.517184
Local,Mistral-Nemo-Base-2407,H100,10,Distance,1.530955
Local,Mistral-Nemo-Base-2407,H100,1,Energy,0.428711
Local,Mistral-Nemo-Base-2407,H100,2,Energy,0.431877
Local,Mistral-Nemo-Base-2407,H100,3,Energy,0.441469
Local,Mistral-Nemo-Base-2407,H100,4,Energy,0.442253
Local,Mistral-Nemo-Base-2407,H100,5,Energy,0.427339
Local,Mistral-Nemo-Base-2407,H100,6,Energy,0.432231
Local,Mistral-Nemo-Base-2407,H100,7,Energy,0.442381
Local,Mistral-Nemo-Base-2407,H100,8,Energy,0.439319
Local,Mistral-Nemo-Base-2407,H100,9,Energy,0.428132
Local,Mistral-Nemo-Base-2407,H100,10,Energy,0.432019
Local,Mistral-Nemo-Base-2407,H100,1,Time,00:34:11
Local,Mistral-Nemo-Base-2407,H100,2,Time,00:33:45
Local,Mistral-Nemo-Base-2407,H100,3,Time,00:34:06
Local,Mistral-Nemo-Base-2407,H100,4,Time,00:34:01
Local,Mistral-Nemo-Base-2407,H100,5,Time,00:34:18
Local,Mistral-Nemo-Base-2407,H100,6,Time,00:33:25
Local,Mistral-Nemo-Base-2407,H100,7,Time,00:34:12
Local,Mistral-Nemo-Base-2407,H100,8,Time,00:34:14
Local,Mistral-Nemo-Base-2407,H100,9,Time,00:34:13
Local,Mistral-Nemo-Base-2407,H100,10,Time,00:33:26
Local,Mistral-Nemo-Base-2407,H100-PCI,1,CO2eq,139.724187
Local,Mistral-Nemo-Base-2407,H100-PCI,2,CO2eq,142.220032
Local,Mistral-Nemo-Base-2407,H100-PCI,3,CO2eq,140.142654
Local,Mistral-Nemo-Base-2407,H100-PCI,4,CO2eq,143.422995
Local,Mistral-Nemo-Base-2407,H100-PCI,5,CO2eq,142.315483
Local,Mistral-Nemo-Base-2407,H100-PCI,6,CO2eq,140.004203
Local,Mistral-Nemo-Base-2407,H100-PCI,7,CO2eq,142.450208
Local,Mistral-Nemo-Base-2407,H100-PCI,8,CO2eq,141.277864
Local,Mistral-Nemo-Base-2407,H100-PCI,9,CO2eq,143.651143
Local,Mistral-Nemo-Base-2407,H100-PCI,10,CO2eq,142.280776
Local,Mistral-Nemo-Base-2407,H100-PCI,1,Distance,1.29976
Local,Mistral-Nemo-Base-2407,H100-PCI,2,Distance,1.322977
Local,Mistral-Nemo-Base-2407,H100-PCI,3,Distance,1.303653
Local,Mistral-Nemo-Base-2407,H100-PCI,4,Distance,1.334167
Local,Mistral-Nemo-Base-2407,H100-PCI,5,Distance,1.323865
Local,Mistral-Nemo-Base-2407,H100-PCI,6,Distance,1.302365
Local,Mistral-Nemo-Base-2407,H100-PCI,7,Distance,1.325118
Local,Mistral-Nemo-Base-2407,H100-PCI,8,Distance,1.314213
Local,Mistral-Nemo-Base-2407,H100-PCI,9,Distance,1.33629
Local,Mistral-Nemo-Base-2407,H100-PCI,10,Distance,1.323542
Local,Mistral-Nemo-Base-2407,H100-PCI,1,Energy,0.366778
Local,Mistral-Nemo-Base-2407,H100-PCI,2,Energy,0.373329
Local,Mistral-Nemo-Base-2407,H100-PCI,3,Energy,0.367876
Local,Mistral-Nemo-Base-2407,H100-PCI,4,Energy,0.376487
Local,Mistral-Nemo-Base-2407,H100-PCI,5,Energy,0.37358
Local,Mistral-Nemo-Base-2407,H100-PCI,6,Energy,0.367513
Local,Mistral-Nemo-Base-2407,H100-PCI,7,Energy,0.373934
Local,Mistral-Nemo-Base-2407,H100-PCI,8,Energy,0.370856
Local,Mistral-Nemo-Base-2407,H100-PCI,9,Energy,0.377086
Local,Mistral-Nemo-Base-2407,H100-PCI,10,Energy,0.373489
Local,Mistral-Nemo-Base-2407,H100-PCI,1,Time,00:37:02
Local,Mistral-Nemo-Base-2407,H100-PCI,2,Time,00:37:17
Local,Mistral-Nemo-Base-2407,H100-PCI,3,Time,00:37:07
Local,Mistral-Nemo-Base-2407,H100-PCI,4,Time,00:37:29
Local,Mistral-Nemo-Base-2407,H100-PCI,5,Time,00:37:24
Local,Mistral-Nemo-Base-2407,H100-PCI,6,Time,00:37:04
Local,Mistral-Nemo-Base-2407,H100-PCI,7,Time,00:37:23
Local,Mistral-Nemo-Base-2407,H100-PCI,8,Time,00:37:18
Local,Mistral-Nemo-Base-2407,H100-PCI,9,Time,00:37:29
Local,Mistral-Nemo-Base-2407,H100-PCI,10,Time,00:37:16
Local,Mistral-Nemo-Base-2407,H200,1,CO2eq,162.698749
Local,Mistral-Nemo-Base-2407,H200,2,CO2eq,165.904236
Local,Mistral-Nemo-Base-2407,H200,3,CO2eq,162.124334
Local,Mistral-Nemo-Base-2407,H200,4,CO2eq,161.87584
Local,Mistral-Nemo-Base-2407,H200,5,CO2eq,162.481476
Local,Mistral-Nemo-Base-2407,H200,6,CO2eq,165.602215
Local,Mistral-Nemo-Base-2407,H200,7,CO2eq,162.40594
Local,Mistral-Nemo-Base-2407,H200,8,CO2eq,162.099703
Local,Mistral-Nemo-Base-2407,H200,9,CO2eq,162.811525
Local,Mistral-Nemo-Base-2407,H200,10,CO2eq,166.002222
Local,Mistral-Nemo-Base-2407,H200,1,Distance,1.513477
Local,Mistral-Nemo-Base-2407,H200,2,Distance,1.543295
Local,Mistral-Nemo-Base-2407,H200,3,Distance,1.508133
Local,Mistral-Nemo-Base-2407,H200,4,Distance,1.505822
Local,Mistral-Nemo-Base-2407,H200,5,Distance,1.511456
Local,Mistral-Nemo-Base-2407,H200,6,Distance,1.540486
Local,Mistral-Nemo-Base-2407,H200,7,Distance,1.510753
Local,Mistral-Nemo-Base-2407,H200,8,Distance,1.507904
Local,Mistral-Nemo-Base-2407,H200,9,Distance,1.514526
Local,Mistral-Nemo-Base-2407,H200,10,Distance,1.544207
Local,Mistral-Nemo-Base-2407,H200,1,Energy,0.427086
Local,Mistral-Nemo-Base-2407,H200,2,Energy,0.435501
Local,Mistral-Nemo-Base-2407,H200,3,Energy,0.425579
Local,Mistral-Nemo-Base-2407,H200,4,Energy,0.424926
Local,Mistral-Nemo-Base-2407,H200,5,Energy,0.426516
Local,Mistral-Nemo-Base-2407,H200,6,Energy,0.434708
Local,Mistral-Nemo-Base-2407,H200,7,Energy,0.426318
Local,Mistral-Nemo-Base-2407,H200,8,Energy,0.425514
Local,Mistral-Nemo-Base-2407,H200,9,Energy,0.427382
Local,Mistral-Nemo-Base-2407,H200,10,Energy,0.435758
Local,Mistral-Nemo-Base-2407,H200,1,Time,00:31:46
Local,Mistral-Nemo-Base-2407,H200,2,Time,00:32:02
Local,Mistral-Nemo-Base-2407,H200,3,Time,00:31:52
Local,Mistral-Nemo-Base-2407,H200,4,Time,00:31:49
Local,Mistral-Nemo-Base-2407,H200,5,Time,00:31:46
Local,Mistral-Nemo-Base-2407,H200,6,Time,00:32:04
Local,Mistral-Nemo-Base-2407,H200,7,Time,00:32:01
Local,Mistral-Nemo-Base-2407,H200,8,Time,00:31:56
Local,Mistral-Nemo-Base-2407,H200,9,Time,00:31:50
Local,Mistral-Nemo-Base-2407,H200,10,Time,00:31:57
Local,Mistral-Nemo-Instruct-2407,A100-40GB,1,CO2eq,180.987998
Local,Mistral-Nemo-Instruct-2407,A100-40GB,2,CO2eq,186.571228
Local,Mistral-Nemo-Instruct-2407,A100-40GB,3,CO2eq,180.534859
Local,Mistral-Nemo-Instruct-2407,A100-40GB,4,CO2eq,185.026746
Local,Mistral-Nemo-Instruct-2407,A100-40GB,5,CO2eq,190.687661
Local,Mistral-Nemo-Instruct-2407,A100-40GB,6,CO2eq,181.398791
Local,Mistral-Nemo-Instruct-2407,A100-40GB,7,CO2eq,186.805114
Local,Mistral-Nemo-Instruct-2407,A100-40GB,8,CO2eq,181.818245
Local,Mistral-Nemo-Instruct-2407,A100-40GB,9,CO2eq,185.837635
Local,Mistral-Nemo-Instruct-2407,A100-40GB,10,CO2eq,186.800038
Local,Mistral-Nemo-Instruct-2407,A100-40GB,1,Distance,1.683609
Local,Mistral-Nemo-Instruct-2407,A100-40GB,2,Distance,1.735546
Local,Mistral-Nemo-Instruct-2407,A100-40GB,3,Distance,1.679394
Local,Mistral-Nemo-Instruct-2407,A100-40GB,4,Distance,1.721179
Local,Mistral-Nemo-Instruct-2407,A100-40GB,5,Distance,1.773839
Local,Mistral-Nemo-Instruct-2407,A100-40GB,6,Distance,1.687431
Local,Mistral-Nemo-Instruct-2407,A100-40GB,7,Distance,1.737722
Local,Mistral-Nemo-Instruct-2407,A100-40GB,8,Distance,1.691333
Local,Mistral-Nemo-Instruct-2407,A100-40GB,9,Distance,1.728722
Local,Mistral-Nemo-Instruct-2407,A100-40GB,10,Distance,1.737675
Local,Mistral-Nemo-Instruct-2407,A100-40GB,1,Energy,0.475096
Local,Mistral-Nemo-Instruct-2407,A100-40GB,2,Energy,0.489752
Local,Mistral-Nemo-Instruct-2407,A100-40GB,3,Energy,0.473906
Local,Mistral-Nemo-Instruct-2407,A100-40GB,4,Energy,0.485698
Local,Mistral-Nemo-Instruct-2407,A100-40GB,5,Energy,0.500558
Local,Mistral-Nemo-Instruct-2407,A100-40GB,6,Energy,0.476174
Local,Mistral-Nemo-Instruct-2407,A100-40GB,7,Energy,0.490366
Local,Mistral-Nemo-Instruct-2407,A100-40GB,8,Energy,0.477275
Local,Mistral-Nemo-Instruct-2407,A100-40GB,9,Energy,0.487826
Local,Mistral-Nemo-Instruct-2407,A100-40GB,10,Energy,0.490353
Local,Mistral-Nemo-Instruct-2407,A100-40GB,1,Time,01:04:22
Local,Mistral-Nemo-Instruct-2407,A100-40GB,2,Time,01:04:23
Local,Mistral-Nemo-Instruct-2407,A100-40GB,3,Time,01:04:34
Local,Mistral-Nemo-Instruct-2407,A100-40GB,4,Time,01:04:27
Local,Mistral-Nemo-Instruct-2407,A100-40GB,5,Time,01:04:11
Local,Mistral-Nemo-Instruct-2407,A100-40GB,6,Time,01:04:39
Local,Mistral-Nemo-Instruct-2407,A100-40GB,7,Time,01:04:32
Local,Mistral-Nemo-Instruct-2407,A100-40GB,8,Time,01:04:21
Local,Mistral-Nemo-Instruct-2407,A100-40GB,9,Time,01:04:19
Local,Mistral-Nemo-Instruct-2407,A100-40GB,10,Time,01:04:23
Local,Mistral-Nemo-Instruct-2407,A100-80GB,1,CO2eq,192.491965
Local,Mistral-Nemo-Instruct-2407,A100-80GB,2,CO2eq,196.616636
Local,Mistral-Nemo-Instruct-2407,A100-80GB,3,CO2eq,193.033973
Local,Mistral-Nemo-Instruct-2407,A100-80GB,4,CO2eq,194.790359
Local,Mistral-Nemo-Instruct-2407,A100-80GB,5,CO2eq,195.028467
Local,Mistral-Nemo-Instruct-2407,A100-80GB,6,CO2eq,191.710204
Local,Mistral-Nemo-Instruct-2407,A100-80GB,7,CO2eq,191.192653
Local,Mistral-Nemo-Instruct-2407,A100-80GB,8,CO2eq,192.636152
Local,Mistral-Nemo-Instruct-2407,A100-80GB,9,CO2eq,190.951905
Local,Mistral-Nemo-Instruct-2407,A100-80GB,10,CO2eq,192.234145
